,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,LE_angle,RE_angle,Xbound,Ybound,frame_num,action
68,[      847.5      329.75],[      863.5      318.75],[        834       314.5],[        882      332.75],[      809.5       324.5],[      903.5         431],[        759         418],[        921         536],[        735       520.5],[        875      463.25],[        805      460.75],[        866       658.5],[      770.5         653],[        856         831],[        762       827.5],[        847         987],[        759         991],22.842943807163774,36.33868451548377,"[703.375, 946.75]","[259.0625, 1061.0625]",69,clap
69,[        848      329.75],[      864.5      318.75],[      834.5       314.5],[        882       333.5],[        810      324.25],[      903.5         430],[      759.5         418],[        922         536],[      735.5         522],[        880       464.5],[      799.5         459],[        866         657],[      770.5       652.5],[        856         830],[      762.5         826],[        847         985],[      758.5       988.5],20.53049216377584,32.45652175487078,"[702.78125, 946.78125]","[258.375, 1060.375]",70,clap
70,[        848      330.25],[        864      319.25],[      834.5         315],[        882      332.25],[        810      324.25],[        903      430.25],[      759.5      417.75],[        920       537.5],[      736.5       521.5],[      881.5         463],[        798         459],[        866         657],[      770.5         652],[        856         830],[        762         827],[        847         987],[      758.5       990.5],18.322034709124036,32.0383795666308,"[703.0, 946.75]","[258.5, 1060.5]",71,clap
71,[      847.5         331],[        864         320],[      834.5      315.75],[        882      332.25],[        810         324],[      903.5         430],[        760       417.5],[        919         536],[        737       520.5],[        877       461.5],[      804.5      461.25],[        866         657],[        771       651.5],[        856         829],[      762.5         826],[      847.5       986.5],[      758.5         990],21.093298067252928,36.1363645910995,"[702.6875, 946.0625]","[257.96875, 1059.96875]",72,clap
72,[      847.5      331.25],[        864         320],[      834.5      315.75],[      882.5         332],[        810       323.5],[        904         430],[        760       417.5],[        918       533.5],[      737.5         518],[        872         459],[        816       464.5],[        866         657],[        771       651.5],[        856         829],[      762.5         826],[        848         986],[      758.5       989.5],23.989843942330467,43.10512624404041,"[704.0625, 945.3125]","[257.84375, 1059.84375]",73,clap
73,[      847.5         332],[      863.5      320.25],[      834.5      316.75],[        883      331.75],[        810      323.25],[        905         430],[      760.5         417],[        917       532.5],[        738         518],[        866      461.75],[      823.5      472.25],[      866.5       657.5],[        771         652],[        856       829.5],[      762.5         826],[        848         986],[        759       989.5],29.108473039674646,49.29047447087752,"[707.5, 943.625]","[257.4375, 1059.4375]",74,clap
74,[      846.5      331.75],[        863      319.75],[      833.5      316.25],[        883       330.5],[        810      323.25],[        905       429.5],[        761       417.5],[        916       533.5],[        740       520.5],[        869       460.5],[        819      468.25],[      866.5         657],[      771.5       651.5],[        856       828.5],[        763         825],[        848       985.5],[      759.5         989],26.737194802841366,44.99593084198596,"[708.75, 943.625]","[257.1875, 1059.1875]",75,clap
75,[        846       330.5],[      862.5      318.75],[        833       315.5],[      882.5      330.25],[      809.5      323.25],[        905      429.75],[        761       417.5],[        917       534.5],[        741       522.5],[      873.5      458.25],[      808.5         463],[      866.5       656.5],[        771       651.5],[        856         828],[        763         825],[      847.5         985],[      759.5         989],23.16917620327642,37.820122671613106,"[707.6875, 945.0625]","[257.0625, 1059.0625]",76,clap
76,[      846.5      329.75],[        863       318.5],[        833         315],[        882       330.5],[      809.5       323.5],[        904       429.5],[        761       417.5],[        918       536.5],[      741.5         524],[      880.5       459.5],[      800.5      458.75],[      866.5         656],[      771.5         651],[        856         828],[      762.5         825],[      847.5         985],[        760       988.5],18.51238477703216,31.744500748634362,"[706.125, 946.25]","[257.0, 1059.0]",77,clap
77,[        846      329.75],[      862.5      318.25],[      832.5         315],[        882      329.75],[      809.5      323.75],[        904       429.5],[        761      417.75],[        918         537],[        741       523.5],[        883         459],[        797      457.75],[      866.5         656],[      771.5       650.5],[        856         828],[      762.5       825.5],[      847.5         985],[      759.5         989],16.746614947724275,29.711814032608803,"[705.75, 946.5]","[256.9375, 1058.9375]",78,clap
78,[        846      330.25],[      862.5      318.25],[      832.5         315],[        882      329.25],[      809.5       323.5],[        904         429],[        761       417.5],[        918       535.5],[      740.5       522.5],[        880         458],[      800.5      457.75],[      866.5       655.5],[      771.5       650.5],[        856         828],[        763         825],[      847.5         985],[        760       988.5],18.630856955352776,31.772100009538295,"[705.375, 946.0]","[256.25, 1059.25]",79,clap
79,[        846      330.75],[      862.5      318.75],[        833       315.5],[      882.5      329.25],[      809.5         323],[      904.5         429],[      761.5      417.25],[        917         533],[        739         520],[        873      455.75],[        809      460.25],[      866.5         656],[      771.5         651],[        856         828],[        763       825.5],[        848         985],[      759.5         989],22.81130787299086,37.16531647246916,"[704.9375, 945.5625]","[256.15625, 1059.15625]",80,clap
80,[        846      331.25],[      862.5      318.75],[      832.5      315.75],[      882.5         329],[        809      322.75],[        905       429.5],[        761       417.5],[        916       531.5],[      738.5         518],[      866.5      455.75],[      820.5         464],[        867         657],[      771.5       651.5],[        856         828],[        763         826],[        848         985],[      759.5       988.5],27.008056288863266,44.01431170550967,"[706.125, 944.125]","[255.84375, 1058.84375]",81,clap
81,[        846      331.25],[        863         319],[      832.5      315.75],[      882.5       329.5],[        809       322.5],[        905       429.5],[      761.5       417.5],[        915         532],[      739.5         519],[        867      456.25],[      821.5         465],[        867       656.5],[        772         651],[      856.5         828],[      763.5         825],[        848         985],[        760         989],26.788739755406112,44.40401824138257,"[708.3125, 943.8125]","[255.71875, 1058.71875]",82,clap
82,[      845.5      330.75],[        862       318.5],[        832         315],[        882         329],[        809      322.75],[        905       429.5],[      761.5       417.5],[        915         533],[      739.5         520],[        871      454.75],[      812.5       460.5],[        867         656],[        772         651],[        856         828],[        764         825],[        848         985],[      759.5         989],23.830367713676555,38.70376497132844,"[707.6875, 944.4375]","[255.65625, 1058.65625]",83,clap
83,[        846      329.75],[      862.5      317.75],[        832       314.5],[        882       328.5],[        809      322.75],[      904.5         429],[        761         417],[        916       534.5],[      738.5       521.5],[      876.5      456.25],[      804.5      459.75],[        867       655.5],[      771.5       650.5],[      856.5       827.5],[      763.5         825],[        848         985],[      759.5         989],20.563344240105298,34.75450803836926,"[705.4375, 945.5625]","[255.84375, 1058.84375]",84,clap
